Function,Algorithm 1,Algorithm 2,p-value,Significant (p < 0.05)
F202014,WOA_PSO,WOA_original,0.0,Yes
F202014,WOA_Cros,WOA_Mut,0.0,Yes
F202014,WOA_Cros,WOA_original,0.0,Yes
F202014,WOA_Mut,WOA_original,1e-05,Yes
F202017,WOA_SA,WOA_GA,0.0,Yes
F202017,WOA_SA,WOA_PSO,0.0,Yes
F202017,WOA_SA,WOA_Cros,0.0,Yes
F202017,WOA_SA,WOA_Mut,0.0,Yes
F202017,WOA_SA,WOA_original,1e-05,Yes
F202017,WOA_GA,WOA_PSO,0.0,Yes
F202017,WOA_GA,WOA_Cros,0.0,Yes
F202017,WOA_GA,WOA_Mut,0.37767,No
F202017,WOA_GA,WOA_original,0.0,Yes
F202017,WOA_PSO,WOA_Cros,0.19096,No
F202017,WOA_PSO,WOA_Mut,0.0,Yes
F202017,WOA_PSO,WOA_original,0.0,Yes
F202017,WOA_Cros,WOA_Mut,0.0,Yes
F202017,WOA_Cros,WOA_original,0.0,Yes
F202017,WOA_Mut,WOA_original,0.0,Yes
F22020,WOA_SA,WOA_GA,0.0,Yes
F22020,WOA_SA,WOA_PSO,0.0,Yes
F22020,WOA_SA,WOA_Cros,0.0,Yes
F22020,WOA_SA,WOA_Mut,0.0,Yes
F22020,WOA_SA,WOA_original,0.0,Yes
F22020,WOA_GA,WOA_PSO,0.4843,No
F22020,WOA_GA,WOA_Cros,0.19763,No
F22020,WOA_GA,WOA_Mut,0.00716,Yes
F22020,WOA_GA,WOA_original,0.0,Yes
F22020,WOA_PSO,WOA_Cros,0.01758,Yes
F22020,WOA_PSO,WOA_Mut,0.00761,Yes
F22020,WOA_PSO,WOA_original,0.0,Yes
F22020,WOA_Cros,WOA_Mut,0.0,Yes
F22020,WOA_Cros,WOA_original,0.0,Yes
F22020,WOA_Mut,WOA_original,0.0,Yes
F32020,WOA_SA,WOA_GA,0.0,Yes
F32020,WOA_SA,WOA_PSO,0.0,Yes
F32020,WOA_SA,WOA_Cros,0.0,Yes
F32020,WOA_SA,WOA_Mut,0.0,Yes
F32020,WOA_SA,WOA_original,0.0,Yes
F32020,WOA_GA,WOA_PSO,0.0,Yes
F32020,WOA_GA,WOA_Cros,0.0,Yes
F32020,WOA_GA,WOA_Mut,0.03286,Yes
F32020,WOA_GA,WOA_original,0.0,Yes
F32020,WOA_PSO,WOA_Cros,0.0,Yes
F32020,WOA_PSO,WOA_Mut,0.0,Yes
F32020,WOA_PSO,WOA_original,0.0,Yes
F32020,WOA_Cros,WOA_Mut,0.0,Yes
F32020,WOA_Cros,WOA_original,0.0,Yes
F32020,WOA_Mut,WOA_original,0.0,Yes
F42020,WOA_SA,WOA_GA,0.0,Yes
F42020,WOA_SA,WOA_PSO,0.0,Yes
F42020,WOA_SA,WOA_Cros,0.0,Yes
F42020,WOA_SA,WOA_Mut,0.0,Yes
F42020,WOA_SA,WOA_original,0.0,Yes
F42020,WOA_GA,WOA_PSO,0.0,Yes
F42020,WOA_GA,WOA_Cros,0.0,Yes
F42020,WOA_GA,WOA_Mut,0.27373,No
F42020,WOA_GA,WOA_original,0.0,Yes
F42020,WOA_PSO,WOA_Cros,0.00031,Yes
F42020,WOA_PSO,WOA_Mut,0.0,Yes
F42020,WOA_PSO,WOA_original,0.0,Yes
F42020,WOA_Cros,WOA_Mut,0.0,Yes
F42020,WOA_Cros,WOA_original,0.0,Yes
F42020,WOA_Mut,WOA_original,0.0,Yes
F52020,WOA_SA,WOA_GA,0.0,Yes
F52020,WOA_SA,WOA_PSO,0.0,Yes
F52020,WOA_SA,WOA_Cros,0.0,Yes
F52020,WOA_SA,WOA_Mut,0.0,Yes
F52020,WOA_SA,WOA_original,0.16293,No
F52020,WOA_GA,WOA_PSO,0.17499,No
F52020,WOA_GA,WOA_Cros,0.39349,No
F52020,WOA_GA,WOA_Mut,1e-05,Yes
F52020,WOA_GA,WOA_original,0.0,Yes
F52020,WOA_PSO,WOA_Cros,0.01153,Yes
F52020,WOA_PSO,WOA_Mut,1e-05,Yes
F52020,WOA_PSO,WOA_original,0.0,Yes
F52020,WOA_Cros,WOA_Mut,0.0,Yes
F52020,WOA_Cros,WOA_original,0.0,Yes
F52020,WOA_Mut,WOA_original,0.0,Yes
F62020,WOA_SA,WOA_GA,0.0,Yes
F62020,WOA_SA,WOA_PSO,0.0,Yes
F62020,WOA_SA,WOA_Cros,0.0,Yes
F62020,WOA_SA,WOA_Mut,0.0,Yes
F62020,WOA_SA,WOA_original,0.0,Yes
F62020,WOA_GA,WOA_PSO,1e-05,Yes
F62020,WOA_GA,WOA_Cros,0.0,Yes
F62020,WOA_GA,WOA_Mut,0.04398,Yes
F62020,WOA_GA,WOA_original,0.0,Yes
F62020,WOA_PSO,WOA_Cros,0.80353,No
F62020,WOA_PSO,WOA_Mut,0.0,Yes
F62020,WOA_PSO,WOA_original,0.0,Yes
F62020,WOA_Cros,WOA_Mut,0.0,Yes
F62020,WOA_Cros,WOA_original,0.0,Yes
F62020,WOA_Mut,WOA_original,2e-05,Yes
F72020,WOA_SA,WOA_GA,0.0,Yes
F72020,WOA_SA,WOA_PSO,0.0,Yes
F72020,WOA_SA,WOA_Cros,0.0,Yes
F72020,WOA_SA,WOA_Mut,0.0,Yes
F72020,WOA_SA,WOA_original,0.0,Yes
F72020,WOA_GA,WOA_PSO,1e-05,Yes
F72020,WOA_GA,WOA_Cros,0.0,Yes
F72020,WOA_GA,WOA_Mut,0.02067,Yes
F72020,WOA_GA,WOA_original,0.0,Yes
F72020,WOA_PSO,WOA_Cros,0.00261,Yes
F72020,WOA_PSO,WOA_Mut,0.0,Yes
F72020,WOA_PSO,WOA_original,0.0,Yes
F72020,WOA_Cros,WOA_Mut,0.0,Yes
F72020,WOA_Cros,WOA_original,0.0,Yes
F72020,WOA_Mut,WOA_original,1e-05,Yes
F82020,WOA_SA,WOA_GA,0.0,Yes
F82020,WOA_SA,WOA_PSO,0.0,Yes
F82020,WOA_SA,WOA_Cros,0.0,Yes
F82020,WOA_SA,WOA_Mut,0.0,Yes
F82020,WOA_SA,WOA_original,0.02238,Yes
F82020,WOA_GA,WOA_PSO,0.0,Yes
F82020,WOA_GA,WOA_Cros,0.0,Yes
F82020,WOA_GA,WOA_Mut,0.12799,No
F82020,WOA_GA,WOA_original,0.0,Yes
F82020,WOA_PSO,WOA_Cros,0.18768,No
F82020,WOA_PSO,WOA_Mut,0.0,Yes
F82020,WOA_PSO,WOA_original,0.0,Yes
F82020,WOA_Cros,WOA_Mut,0.0,Yes
F82020,WOA_Cros,WOA_original,0.0,Yes
F82020,WOA_Mut,WOA_original,0.0,Yes
F92020,WOA_SA,WOA_GA,0.0,Yes
F92020,WOA_SA,WOA_PSO,0.0,Yes
F92020,WOA_SA,WOA_Cros,0.0,Yes
F92020,WOA_SA,WOA_Mut,0.0,Yes
F92020,WOA_SA,WOA_original,0.0,Yes
F92020,WOA_GA,WOA_PSO,0.0,Yes
F92020,WOA_GA,WOA_Cros,0.0,Yes
F92020,WOA_GA,WOA_Mut,0.59182,No
F92020,WOA_GA,WOA_original,0.0,Yes
F92020,WOA_PSO,WOA_Cros,0.0,Yes
F92020,WOA_PSO,WOA_Mut,0.0,Yes
F92020,WOA_PSO,WOA_original,0.0,Yes
F92020,WOA_Cros,WOA_Mut,0.0,Yes
F92020,WOA_Cros,WOA_original,0.0,Yes
F92020,WOA_Mut,WOA_original,0.0,Yes
